GeneID	H(c|x)	p_e
lsr	5.2716e-01	2.0329e-01
zgc:174696	5.2716e-01	2.0329e-01
golga4	5.2720e-01	2.0332e-01
cyp1b1	5.2720e-01	2.0332e-01
nrxn3b	5.2720e-01	2.0332e-01
det1	5.2722e-01	2.0333e-01
ppp1r3aa	5.2722e-01	2.0333e-01
ppfia2	5.2726e-01	2.0335e-01
si:ch1073-286c18.5	5.2727e-01	2.0336e-01
STPG4	5.2727e-01	2.0336e-01
chtf8	5.2728e-01	2.0336e-01
ftr29	5.2731e-01	2.0339e-01
elovl6	5.2733e-01	2.0340e-01
scn8aa	5.2734e-01	2.0341e-01
bcr	5.2736e-01	2.0342e-01
zgc:100920	5.2736e-01	2.0342e-01
RASGRP2	5.2736e-01	2.0342e-01
tpk1	5.2738e-01	2.0343e-01
sdr16c5b	5.2742e-01	2.0345e-01
zer1	5.2742e-01	2.0345e-01
rin3	5.2743e-01	2.0346e-01
nlrc6	5.2749e-01	2.0350e-01
caska	5.2750e-01	2.0351e-01
BX088728.1	5.2762e-01	2.0358e-01
mbd6	5.2763e-01	2.0359e-01
znf1096	5.2764e-01	2.0360e-01
BX470189.1	5.2765e-01	2.0360e-01
tcima	5.2773e-01	2.0365e-01
mkln1	5.2775e-01	2.0366e-01
zgc:112368	5.2777e-01	2.0368e-01
si:dkey-65b12.10	5.2777e-01	2.0368e-01
BX649337.2	5.2778e-01	2.0368e-01
slc6a22.2	5.2782e-01	2.0371e-01
tefb	5.2785e-01	2.0372e-01
si:dkeyp-38g8.5	5.2785e-01	2.0372e-01
kdm2ab	5.2785e-01	2.0373e-01
selenop	5.2786e-01	2.0373e-01
spcs1	5.2788e-01	2.0374e-01
cops7a	5.2791e-01	2.0376e-01
gnrhr4	5.2793e-01	2.0378e-01
cdc6	5.2793e-01	2.0378e-01
mrpl12	5.2794e-01	2.0378e-01
snw1	5.2797e-01	2.0380e-01
arpc5b	5.2799e-01	2.0382e-01
pimr177	5.2800e-01	2.0382e-01
zmp:0000000912	5.2801e-01	2.0382e-01
pfas	5.2801e-01	2.0383e-01
si:ch211-282j22.3	5.2802e-01	2.0383e-01
atp13a1	5.2804e-01	2.0384e-01
ppfia1	5.2804e-01	2.0384e-01
dynlrb1	5.2810e-01	2.0388e-01
ino80db	5.2814e-01	2.0391e-01
sgcd	5.2815e-01	2.0391e-01
ybx1	5.2815e-01	2.0392e-01
phkg1a	5.2818e-01	2.0394e-01
si:ch1073-126c3.2	5.2818e-01	2.0394e-01
selenbp1	5.2822e-01	2.0396e-01
nefmb	5.2823e-01	2.0396e-01
si:zfos-128g4.2	5.2823e-01	2.0396e-01
ftr13	5.2824e-01	2.0397e-01
hcn1	5.2825e-01	2.0398e-01
rph3aa	5.2829e-01	2.0400e-01
col8a2	5.2831e-01	2.0402e-01
ighv4-3	5.2836e-01	2.0405e-01
ptpmt1	5.2836e-01	2.0405e-01
pxylp1	5.2839e-01	2.0406e-01
smg5	5.2839e-01	2.0406e-01
hsbp1b	5.2846e-01	2.0411e-01
cdcp1a	5.2846e-01	2.0411e-01
surf4l	5.2847e-01	2.0412e-01
entpd8	5.2852e-01	2.0415e-01
abcg2c	5.2855e-01	2.0417e-01
myo16	5.2856e-01	2.0418e-01
znf185	5.2857e-01	2.0418e-01
igfn1.1	5.2862e-01	2.0421e-01
psmc4	5.2863e-01	2.0422e-01
traf3	5.2866e-01	2.0424e-01
rtn4rl2b	5.2867e-01	2.0424e-01
mgp	5.2869e-01	2.0425e-01
ano8b	5.2872e-01	2.0427e-01
snx2	5.2873e-01	2.0428e-01
cited4b	5.2875e-01	2.0429e-01
lim2.1	5.2880e-01	2.0432e-01
pleca	5.2881e-01	2.0433e-01
srsf2b	5.2883e-01	2.0434e-01
tmem184bb	5.2886e-01	2.0436e-01
pcdh2ab12	5.2893e-01	2.0440e-01
ypel2a	5.2893e-01	2.0441e-01
map2k4a	5.2894e-01	2.0441e-01
wfikkn2a	5.2895e-01	2.0442e-01
agr1	5.2897e-01	2.0443e-01
rsl1d1	5.2899e-01	2.0444e-01
dgke	5.2903e-01	2.0447e-01
agap2	5.2903e-01	2.0447e-01
gnl3l	5.2911e-01	2.0452e-01
fam69c	5.2911e-01	2.0452e-01
ctu1	5.2914e-01	2.0454e-01
cwc15	5.2915e-01	2.0454e-01
zgc:109889	5.2917e-01	2.0456e-01
HTRA2 (1 of many)	5.2919e-01	2.0457e-01
ERG28	5.2920e-01	2.0458e-01
mta3	5.2921e-01	2.0458e-01
adprhl2	5.2926e-01	2.0461e-01
si:ch211-196h16.5	5.2927e-01	2.0462e-01
AL954741.3	5.2927e-01	2.0462e-01
si:ch211-132b12.8	5.2928e-01	2.0463e-01
atg2b	5.2935e-01	2.0467e-01
si:dkey-6n21.13	5.2936e-01	2.0468e-01
dhrs11a	5.2940e-01	2.0470e-01
si:dkey-5i3.5	5.2942e-01	2.0472e-01
orai1b	5.2944e-01	2.0473e-01
si:dkey-57c22.1	5.2945e-01	2.0473e-01
mrpl20	5.2946e-01	2.0474e-01
psmb10	5.2947e-01	2.0474e-01
si:dkey-238d18.6	5.2952e-01	2.0478e-01
dub	5.2953e-01	2.0478e-01
sytl5	5.2953e-01	2.0479e-01
lrrc18b	5.2956e-01	2.0480e-01
pmelb	5.2958e-01	2.0481e-01
si:dkey-280e21.3	5.2960e-01	2.0483e-01
C14orf132	5.2961e-01	2.0484e-01
si:ch73-193i2.2	5.2962e-01	2.0484e-01
si:cabz01080295.1	5.2963e-01	2.0485e-01
nkx1.2lb	5.2964e-01	2.0485e-01
sema5ba	5.2964e-01	2.0485e-01
ptprk	5.2964e-01	2.0486e-01
fam89a	5.2965e-01	2.0486e-01
acbd6	5.2968e-01	2.0488e-01
ube2d3	5.2969e-01	2.0488e-01
zgc:63831	5.2970e-01	2.0489e-01
coa5	5.2971e-01	2.0490e-01
snx27b	5.2971e-01	2.0490e-01
znf975	5.2972e-01	2.0490e-01
fam169b	5.2974e-01	2.0491e-01
dacha	5.2974e-01	2.0491e-01
npas1	5.2974e-01	2.0492e-01
si:ch73-105b23.6	5.2975e-01	2.0493e-01
znf1097	5.2976e-01	2.0493e-01
gpr176	5.2981e-01	2.0496e-01
si:ch211-117c9.1	5.2984e-01	2.0498e-01
phactr3b	5.2987e-01	2.0500e-01
ppp1r3db	5.2988e-01	2.0500e-01
hsd17b12a	5.2992e-01	2.0503e-01
gle1	5.2993e-01	2.0504e-01
polr3gla	5.2993e-01	2.0504e-01
larp4ab	5.2995e-01	2.0505e-01
shox2	5.2999e-01	2.0507e-01
si:dkey-287h13.1	5.3003e-01	2.0510e-01
si:ch211-119e14.9	5.3006e-01	2.0512e-01
parp1	5.3007e-01	2.0513e-01
pik3ip1	5.3009e-01	2.0513e-01
bahcc1a	5.3009e-01	2.0514e-01
plppr1	5.3009e-01	2.0514e-01
phf21aa	5.3014e-01	2.0517e-01
si:dkey-61f9.1	5.3016e-01	2.0518e-01
TMEM200C	5.3028e-01	2.0525e-01
arhgef10lb	5.3029e-01	2.0527e-01
rgs5a	5.3031e-01	2.0528e-01
ube2d2	5.3032e-01	2.0528e-01
ccdc12	5.3033e-01	2.0529e-01
rab22a	5.3035e-01	2.0530e-01
lmo3	5.3036e-01	2.0531e-01
hsd3b7	5.3037e-01	2.0531e-01
zdhhc3b	5.3039e-01	2.0533e-01
si:dkey-38p12.3	5.3039e-01	2.0533e-01
runx2b	5.3040e-01	2.0534e-01
arhgap21a	5.3041e-01	2.0534e-01
tdo2a	5.3041e-01	2.0534e-01
or133-6	5.3041e-01	2.0534e-01
si:dkey-238c7.16	5.3042e-01	2.0534e-01
tfpia	5.3042e-01	2.0535e-01
si:ch211-249h16.8	5.3043e-01	2.0535e-01
slc26a3.1	5.3043e-01	2.0535e-01
ifit16	5.3046e-01	2.0537e-01
AL935186.6	5.3052e-01	2.0541e-01
AL935186.8	5.3052e-01	2.0541e-01
insrb	5.3054e-01	2.0542e-01
isg20	5.3056e-01	2.0543e-01
polr2gl	5.3058e-01	2.0545e-01
si:dkey-38n4.2	5.3063e-01	2.0548e-01
tmtc2b	5.3063e-01	2.0548e-01
nhsb	5.3063e-01	2.0548e-01
sin3b	5.3063e-01	2.0548e-01
tatdn2	5.3064e-01	2.0549e-01
mfap5	5.3065e-01	2.0549e-01
spg11	5.3068e-01	2.0551e-01
si:dkey-83f18.14	5.3069e-01	2.0552e-01
mad2l1bp	5.3070e-01	2.0552e-01
prr12b	5.3073e-01	2.0554e-01
msx2b	5.3074e-01	2.0554e-01
gpr75	5.3075e-01	2.0556e-01
aadac	5.3076e-01	2.0556e-01
osbpl2a	5.3076e-01	2.0556e-01
si:ch211-229i14.2	5.3077e-01	2.0556e-01
rho	5.3078e-01	2.0557e-01
rab3ip	5.3080e-01	2.0558e-01
b4galnt4a	5.3080e-01	2.0559e-01
LO018154.1	5.3085e-01	2.0562e-01
tmem82	5.3086e-01	2.0562e-01
btf3l4	5.3092e-01	2.0566e-01
slc8a1a	5.3093e-01	2.0567e-01
zgc:113019	5.3097e-01	2.0570e-01
si:ch211-255i20.3	5.3099e-01	2.0570e-01
chrnb1	5.3102e-01	2.0572e-01
si:dkey-82i20.1	5.3102e-01	2.0572e-01
grm2b	5.3102e-01	2.0572e-01
pak1	5.3105e-01	2.0575e-01
nlrc3l	5.3105e-01	2.0575e-01
znf1076	5.3108e-01	2.0576e-01
gatad2b	5.3109e-01	2.0577e-01
cdc5l	5.3109e-01	2.0577e-01
mis12	5.3110e-01	2.0577e-01
syt11b	5.3111e-01	2.0578e-01
scamp2	5.3112e-01	2.0579e-01
mgat2	5.3114e-01	2.0580e-01
si:dkey-30c15.2	5.3115e-01	2.0581e-01
crygm2d6	5.3121e-01	2.0584e-01
mrpl10	5.3123e-01	2.0586e-01
tmem86a	5.3127e-01	2.0588e-01
bsnd	5.3128e-01	2.0589e-01
tomm40l	5.3129e-01	2.0589e-01
pitpnab	5.3132e-01	2.0592e-01
kras	5.3138e-01	2.0595e-01
pimr40	5.3138e-01	2.0595e-01
bean1	5.3139e-01	2.0596e-01
npy8br	5.3146e-01	2.0600e-01
adra2c	5.3148e-01	2.0602e-01
vegfc	5.3149e-01	2.0602e-01
zcchc17	5.3152e-01	2.0604e-01
ttbk2a	5.3153e-01	2.0605e-01
dlg4a	5.3156e-01	2.0606e-01
rfng	5.3158e-01	2.0608e-01
alg1	5.3162e-01	2.0611e-01
eogt	5.3162e-01	2.0611e-01
naa25	5.3164e-01	2.0612e-01
snphb	5.3165e-01	2.0612e-01
TOM1L2	5.3166e-01	2.0613e-01
s100a11	5.3166e-01	2.0613e-01
ada	5.3167e-01	2.0613e-01
cacna2d3	5.3170e-01	2.0615e-01
nudt22	5.3171e-01	2.0616e-01
cbln2b	5.3175e-01	2.0619e-01
or102-2	5.3176e-01	2.0619e-01
cnot6b	5.3181e-01	2.0623e-01
lrch3	5.3181e-01	2.0623e-01
tox3	5.3185e-01	2.0625e-01
rfk	5.3185e-01	2.0625e-01
pptc7b	5.3186e-01	2.0625e-01
gart	5.3187e-01	2.0627e-01
wbp1la	5.3190e-01	2.0628e-01
tmem243a	5.3193e-01	2.0630e-01
ttc9c	5.3193e-01	2.0630e-01
CABZ01102528.1	5.3194e-01	2.0631e-01
znf521	5.3198e-01	2.0633e-01
scube1	5.3203e-01	2.0636e-01
pank2	5.3203e-01	2.0636e-01
sox14	5.3204e-01	2.0637e-01
si:rp71-45k5.4	5.3206e-01	2.0639e-01
CT737127.1	5.3207e-01	2.0639e-01
henmt1	5.3208e-01	2.0640e-01
tmtc4	5.3209e-01	2.0640e-01
dcps	5.3209e-01	2.0640e-01
dcaf5	5.3210e-01	2.0641e-01
pfn1	5.3212e-01	2.0642e-01
zgc:77151	5.3212e-01	2.0642e-01
si:ch211-131k2.3	5.3213e-01	2.0643e-01
CT990561.1	5.3217e-01	2.0645e-01
fnbp1l	5.3220e-01	2.0647e-01
nrxn3a	5.3220e-01	2.0647e-01
adgrg11	5.3220e-01	2.0647e-01
fbxl16	5.3224e-01	2.0650e-01
hic1l	5.3224e-01	2.0650e-01
mmel1	5.3225e-01	2.0650e-01
prpf4bb	5.3226e-01	2.0651e-01
dars	5.3227e-01	2.0651e-01
usp38	5.3227e-01	2.0652e-01
zmat3	5.3227e-01	2.0652e-01
si:ch73-315f9.2	5.3230e-01	2.0653e-01
wnk4b	5.3232e-01	2.0655e-01
hapln4	5.3233e-01	2.0655e-01
sorcs3b	5.3233e-01	2.0655e-01
cybrd1	5.3234e-01	2.0656e-01
dand5	5.3235e-01	2.0657e-01
fbxo11a	5.3238e-01	2.0659e-01
mff	5.3238e-01	2.0659e-01
sowahca	5.3240e-01	2.0660e-01
BX510996.1	5.3240e-01	2.0660e-01
gfra1b	5.3242e-01	2.0661e-01
zmym4	5.3244e-01	2.0662e-01
sfxn2	5.3245e-01	2.0663e-01
cyp1c2	5.3245e-01	2.0663e-01
cenpe	5.3248e-01	2.0665e-01
CR550302.3	5.3249e-01	2.0666e-01
npy2rl	5.3251e-01	2.0667e-01
rcan2	5.3252e-01	2.0668e-01
zgc:66479	5.3253e-01	2.0668e-01
pip5kl1	5.3254e-01	2.0669e-01
CABZ01073424.1	5.3255e-01	2.0669e-01
zgc:92658	5.3255e-01	2.0669e-01
sh2d1ab	5.3258e-01	2.0671e-01
zgc:113293	5.3262e-01	2.0674e-01
c6ast4	5.3263e-01	2.0674e-01
ablim2	5.3263e-01	2.0674e-01
mxb	5.3263e-01	2.0675e-01
tm6sf2	5.3264e-01	2.0675e-01
cox19	5.3266e-01	2.0676e-01
gsx1	5.3266e-01	2.0676e-01
zgc:194101	5.3267e-01	2.0677e-01
cflara	5.3267e-01	2.0677e-01
csf1b	5.3271e-01	2.0680e-01
dock10	5.3272e-01	2.0680e-01
FP015850.1	5.3274e-01	2.0681e-01
ldb3b	5.3274e-01	2.0681e-01
CU459056.1	5.3276e-01	2.0682e-01
fen1	5.3277e-01	2.0683e-01
pgp	5.3278e-01	2.0684e-01
tmem175	5.3283e-01	2.0687e-01
st3gal7	5.3285e-01	2.0688e-01
smox	5.3287e-01	2.0690e-01
aep1	5.3288e-01	2.0690e-01
wu:fc17b08	5.3288e-01	2.0690e-01
erc1a	5.3291e-01	2.0692e-01
baiap2l2a	5.3295e-01	2.0695e-01
hspa13	5.3296e-01	2.0696e-01
cacna1hb	5.3299e-01	2.0697e-01
rchy1	5.3301e-01	2.0698e-01
tspan5a	5.3304e-01	2.0701e-01
prpf18	5.3307e-01	2.0702e-01
si:dkey-31c13.1	5.3307e-01	2.0702e-01
erp44	5.3307e-01	2.0703e-01
zgc:136302	5.3313e-01	2.0706e-01
pop5	5.3313e-01	2.0706e-01
col19a1	5.3314e-01	2.0707e-01
dennd4b	5.3315e-01	2.0707e-01
si:dkey-94f20.4	5.3316e-01	2.0708e-01
purab	5.3320e-01	2.0710e-01
insl5a	5.3320e-01	2.0711e-01
map3k20	5.3330e-01	2.0717e-01
si:ch211-12h2.8	5.3334e-01	2.0720e-01
myrip	5.3335e-01	2.0720e-01
zgc:153759	5.3337e-01	2.0721e-01
si:dkeyp-4h4.1	5.3337e-01	2.0722e-01
dctn2	5.3337e-01	2.0722e-01
adgrl4	5.3338e-01	2.0722e-01
CABZ01060891.1	5.3343e-01	2.0725e-01
fkbp8	5.3346e-01	2.0727e-01
otx2b	5.3346e-01	2.0727e-01
irf2bpl	5.3347e-01	2.0728e-01
zgc:153722	5.3350e-01	2.0729e-01
znf1150	5.3350e-01	2.0730e-01
fcho1	5.3351e-01	2.0730e-01
FO834803.1	5.3353e-01	2.0732e-01
dip2a	5.3356e-01	2.0734e-01
dhdds	5.3356e-01	2.0734e-01
mrm1	5.3360e-01	2.0736e-01
si:dkeyp-53d3.3	5.3361e-01	2.0737e-01
si:dkey-251i10.1	5.3361e-01	2.0737e-01
si:dkey-24i24.3	5.3362e-01	2.0737e-01
si:dkey-27j5.5	5.3362e-01	2.0737e-01
si:ch211-110e21.4	5.3364e-01	2.0739e-01
celf2	5.3366e-01	2.0740e-01
MDFI	5.3366e-01	2.0740e-01
opn8a	5.3370e-01	2.0743e-01
si:ch211-198c19.1	5.3379e-01	2.0748e-01
si:dkey-34d22.5	5.3381e-01	2.0749e-01
TMEM87B	5.3384e-01	2.0752e-01
CR376738.2	5.3385e-01	2.0752e-01
mrpl3	5.3385e-01	2.0752e-01
wrn	5.3386e-01	2.0752e-01
CABZ01030107.1	5.3387e-01	2.0753e-01
ctxn3	5.3387e-01	2.0753e-01
poldip2	5.3391e-01	2.0755e-01
zgc:195001	5.3391e-01	2.0756e-01
notch1a	5.3392e-01	2.0756e-01
si:ch211-241b2.1	5.3397e-01	2.0759e-01
PSMD4 (1 of many)	5.3397e-01	2.0759e-01
rnf11b	5.3398e-01	2.0760e-01
lypla2	5.3400e-01	2.0761e-01
vtg1	5.3404e-01	2.0764e-01
nrn1b	5.3404e-01	2.0764e-01
fat1b	5.3406e-01	2.0765e-01
cdk16	5.3406e-01	2.0766e-01
stxbp5b	5.3412e-01	2.0769e-01
tox4a	5.3418e-01	2.0773e-01
tmed7	5.3419e-01	2.0774e-01
stoml1	5.3425e-01	2.0777e-01
lrrc28	5.3426e-01	2.0778e-01
klhl36	5.3426e-01	2.0778e-01
rereb	5.3427e-01	2.0779e-01
si:ch73-280o22.2	5.3429e-01	2.0780e-01
zgc:101851	5.3429e-01	2.0780e-01
samm50	5.3429e-01	2.0780e-01
CABZ01118678.1	5.3430e-01	2.0780e-01
si:ch211-195j11.27	5.3430e-01	2.0781e-01
arl5a	5.3436e-01	2.0785e-01
edem3	5.3441e-01	2.0788e-01
ndufa5	5.3446e-01	2.0790e-01
shroom2a	5.3449e-01	2.0793e-01
kitb	5.3450e-01	2.0793e-01
b3gat1b	5.3454e-01	2.0796e-01
tbca	5.3456e-01	2.0797e-01
tmem198a	5.3458e-01	2.0798e-01
si:dkey-21e2.15	5.3464e-01	2.0802e-01
adra1bb	5.3464e-01	2.0802e-01
plpp6	5.3464e-01	2.0802e-01
dtnbb	5.3465e-01	2.0803e-01
dnajc16	5.3465e-01	2.0803e-01
odc1	5.3465e-01	2.0803e-01
u2surp	5.3467e-01	2.0804e-01
prmt2	5.3470e-01	2.0806e-01
tut1	5.3470e-01	2.0806e-01
MARK4	5.3470e-01	2.0806e-01
coro7	5.3474e-01	2.0808e-01
si:ch211-163g19.2	5.3475e-01	2.0810e-01
LO018552.1	5.3476e-01	2.0810e-01
pnrc1	5.3480e-01	2.0813e-01
kif3b	5.3480e-01	2.0813e-01
ube2q2	5.3483e-01	2.0814e-01
si:ch211-14p21.4	5.3492e-01	2.0820e-01
CABZ01092282.1	5.3494e-01	2.0821e-01
pfkmb	5.3494e-01	2.0821e-01
BX322657.3	5.3494e-01	2.0821e-01
ppm1aa	5.3494e-01	2.0821e-01
kbtbd11	5.3495e-01	2.0822e-01
hic1	5.3497e-01	2.0823e-01
abcc5	5.3497e-01	2.0823e-01
zgc:193811	5.3498e-01	2.0824e-01
gpc1a	5.3501e-01	2.0826e-01
sh3gl3a	5.3501e-01	2.0826e-01
tnnt2b	5.3503e-01	2.0827e-01
ccna2	5.3503e-01	2.0827e-01
ppp2r2bb	5.3504e-01	2.0828e-01
tm4sf18	5.3506e-01	2.0829e-01
ppme1	5.3506e-01	2.0829e-01
cox6c	5.3511e-01	2.0832e-01
fbxl3a	5.3514e-01	2.0834e-01
nos1	5.3514e-01	2.0834e-01
hemk1	5.3516e-01	2.0836e-01
ensab	5.3518e-01	2.0836e-01
slc25a6	5.3519e-01	2.0837e-01
fosaa	5.3520e-01	2.0838e-01
si:ch211-191d15.2	5.3521e-01	2.0838e-01
rbp5	5.3525e-01	2.0841e-01
si:ch73-288o11.4	5.3533e-01	2.0846e-01
clpxb	5.3537e-01	2.0849e-01
si:ch211-113e8.3	5.3537e-01	2.0849e-01
klhdc10	5.3539e-01	2.0850e-01
si:dkey-157l19.2	5.3539e-01	2.0850e-01
ppp1r16b	5.3540e-01	2.0851e-01
znf281a	5.3546e-01	2.0855e-01
pole3	5.3547e-01	2.0855e-01
si:dkey-185p13.1	5.3547e-01	2.0855e-01
ccl38.1	5.3552e-01	2.0858e-01
si:ch211-135n15.1	5.3552e-01	2.0858e-01
tegt	5.3553e-01	2.0859e-01
si:dkey-22h13.3	5.3553e-01	2.0859e-01
atp1b2a	5.3554e-01	2.0859e-01
itm2bb	5.3554e-01	2.0860e-01
gata3	5.3555e-01	2.0860e-01
CR559945.2	5.3557e-01	2.0862e-01
CABZ01034698.2	5.3560e-01	2.0863e-01
dnajc22	5.3562e-01	2.0865e-01
si:ch73-278m9.1	5.3565e-01	2.0866e-01
senp6a	5.3566e-01	2.0867e-01
znf1138	5.3567e-01	2.0868e-01
HEPACAM	5.3572e-01	2.0871e-01
nckipsd	5.3573e-01	2.0872e-01
uxt	5.3577e-01	2.0874e-01
ly6m6	5.3577e-01	2.0874e-01
ifng1-1	5.3580e-01	2.0876e-01
si:dkey-222f2.7	5.3582e-01	2.0877e-01
pcolce2a	5.3583e-01	2.0878e-01
pgap2	5.3586e-01	2.0880e-01
CR385053.3	5.3590e-01	2.0882e-01
si:ch211-215p11.3	5.3592e-01	2.0884e-01
CSDC2 (1 of many)	5.3592e-01	2.0884e-01
pcnxl4	5.3592e-01	2.0884e-01
zgc:172051	5.3593e-01	2.0884e-01
si:ch211-117k10.3	5.3596e-01	2.0886e-01
virma	5.3597e-01	2.0887e-01
tmem56a	5.3598e-01	2.0888e-01
slc25a26	5.3600e-01	2.0889e-01
si:dkey-188i13.11	5.3601e-01	2.0890e-01
pcdh1g13	5.3601e-01	2.0890e-01
frem3	5.3602e-01	2.0891e-01
FO681288.3	5.3605e-01	2.0892e-01
ugt1b3	5.3608e-01	2.0894e-01
ogfrl1	5.3609e-01	2.0894e-01
bco2l	5.3609e-01	2.0895e-01
CR450824.2	5.3609e-01	2.0895e-01
cyldl	5.3613e-01	2.0897e-01
pnpla2	5.3615e-01	2.0899e-01
creb1a	5.3617e-01	2.0900e-01
CABZ01064859.1	5.3617e-01	2.0900e-01
kidins220b	5.3620e-01	2.0902e-01
kcnj19b	5.3621e-01	2.0902e-01
smndc1	5.3621e-01	2.0902e-01
aspa	5.3622e-01	2.0903e-01
si:dkey-82k12.13	5.3622e-01	2.0903e-01
si:ch211-81a5.1	5.3623e-01	2.0904e-01
SMIM18	5.3626e-01	2.0905e-01
CABZ01037174.1	5.3628e-01	2.0907e-01
kidins220a	5.3631e-01	2.0909e-01
sema3gb	5.3632e-01	2.0909e-01
herc2	5.3635e-01	2.0911e-01
kif5ab	5.3635e-01	2.0911e-01
pimr80	5.3638e-01	2.0913e-01
si:ch211-227n13.3	5.3639e-01	2.0914e-01
kcnj8	5.3641e-01	2.0915e-01
ppp1r27b	5.3642e-01	2.0916e-01
TCF4	5.3644e-01	2.0917e-01
elfn1b	5.3648e-01	2.0920e-01
zgc:77262	5.3649e-01	2.0920e-01
sez6b	5.3653e-01	2.0923e-01
CABZ01065328.2	5.3657e-01	2.0925e-01
kansl1a	5.3658e-01	2.0926e-01
si:ch73-196l6.5	5.3660e-01	2.0927e-01
znf576.1	5.3661e-01	2.0928e-01
trmt112	5.3662e-01	2.0928e-01
nfatc3b	5.3664e-01	2.0930e-01
sacs	5.3665e-01	2.0930e-01
si:ch73-28h20.1	5.3668e-01	2.0933e-01
nutf2	5.3670e-01	2.0934e-01
rab11fip1a	5.3670e-01	2.0934e-01
sh2b1	5.3674e-01	2.0936e-01
si:dkey-26h11.1	5.3675e-01	2.0937e-01
si:dkey-247i3.5	5.3677e-01	2.0938e-01
ca10a	5.3678e-01	2.0939e-01
si:ch211-136m16.8	5.3680e-01	2.0940e-01
CR391991.5	5.3688e-01	2.0945e-01
mtmr9	5.3688e-01	2.0945e-01
sycn.3	5.3689e-01	2.0946e-01
CU929146.1	5.3689e-01	2.0946e-01
wt1b	5.3689e-01	2.0946e-01
si:dkey-276j7.2	5.3690e-01	2.0947e-01
CABZ01020835.1	5.3690e-01	2.0947e-01
itm2ba	5.3691e-01	2.0947e-01
fam98a	5.3694e-01	2.0949e-01
zbtb34	5.3694e-01	2.0949e-01
dctd	5.3695e-01	2.0949e-01
zgc:55413	5.3699e-01	2.0952e-01
cdt1	5.3702e-01	2.0954e-01
DISP3	5.3702e-01	2.0954e-01
pus10	5.3704e-01	2.0956e-01
cers5	5.3705e-01	2.0956e-01
si:ch211-165b10.3	5.3705e-01	2.0956e-01
eral1	5.3705e-01	2.0956e-01
CABZ01080135.1	5.3707e-01	2.0957e-01
srebf2	5.3707e-01	2.0958e-01
eva1c	5.3707e-01	2.0958e-01
sgsm2	5.3710e-01	2.0959e-01
actn4	5.3712e-01	2.0960e-01
si:ch1073-322p19.1	5.3713e-01	2.0961e-01
aldoab	5.3713e-01	2.0961e-01
grin2da	5.3713e-01	2.0961e-01
triap1	5.3716e-01	2.0963e-01
crb1	5.3720e-01	2.0966e-01
dnajc2	5.3721e-01	2.0966e-01
psmd9	5.3721e-01	2.0966e-01
synpo2lb	5.3721e-01	2.0966e-01
CABZ01074076.1	5.3721e-01	2.0966e-01
mgat3b	5.3722e-01	2.0967e-01
arhgef39	5.3722e-01	2.0967e-01
rac1l	5.3725e-01	2.0969e-01
tub	5.3727e-01	2.0970e-01
LO018363.1	5.3732e-01	2.0973e-01
CR293507.1	5.3733e-01	2.0974e-01
CU468723.2	5.3734e-01	2.0974e-01
mknk2b	5.3734e-01	2.0974e-01
mcm2	5.3735e-01	2.0975e-01
mybl2b	5.3736e-01	2.0976e-01
adcy2b	5.3737e-01	2.0976e-01
tlcd2	5.3739e-01	2.0978e-01
kctd6a	5.3740e-01	2.0978e-01
foxq1b	5.3741e-01	2.0979e-01
ubp1	5.3741e-01	2.0979e-01
CR786578.2	5.3744e-01	2.0981e-01
si:ch211-250k18.5	5.3744e-01	2.0981e-01
eps8l2	5.3747e-01	2.0983e-01
st7l	5.3749e-01	2.0984e-01
sox18	5.3752e-01	2.0986e-01
hook2	5.3753e-01	2.0987e-01
ppp2r2ba	5.3754e-01	2.0987e-01
acsbg2	5.3755e-01	2.0988e-01
si:ch211-257p13.3	5.3756e-01	2.0989e-01
iqsec3a	5.3758e-01	2.0990e-01
frmd3	5.3760e-01	2.0991e-01
acad11	5.3761e-01	2.0992e-01
fzd3a	5.3764e-01	2.0994e-01
ahdc1	5.3767e-01	2.0996e-01
ftr35	5.3768e-01	2.0996e-01
ttc22	5.3770e-01	2.0998e-01
plcd1b	5.3772e-01	2.0999e-01
hpdb	5.3780e-01	2.1004e-01
or126-7	5.3781e-01	2.1005e-01
lonp1	5.3783e-01	2.1006e-01
BX547930.4	5.3787e-01	2.1008e-01
pigt	5.3787e-01	2.1009e-01
zgc:153431	5.3787e-01	2.1009e-01
msantd4	5.3789e-01	2.1010e-01
lft1	5.3792e-01	2.1012e-01
lyst	5.3795e-01	2.1013e-01
arhgap31	5.3795e-01	2.1014e-01
bcam	5.3795e-01	2.1014e-01
nelfb	5.3796e-01	2.1014e-01
khk	5.3797e-01	2.1015e-01
prkaa2	5.3800e-01	2.1017e-01
pak2a	5.3802e-01	2.1018e-01
adam15	5.3803e-01	2.1019e-01
entpd2a.2	5.3804e-01	2.1019e-01
NINJ1	5.3805e-01	2.1020e-01
asic1c	5.3806e-01	2.1020e-01
myh10	5.3807e-01	2.1022e-01
ebna1bp2	5.3814e-01	2.1026e-01
atp10b	5.3816e-01	2.1027e-01
kctd15a	5.3818e-01	2.1028e-01
ptprdb	5.3818e-01	2.1028e-01
luc7l	5.3820e-01	2.1030e-01
gstm.2	5.3820e-01	2.1030e-01
cd248b	5.3821e-01	2.1030e-01
fn3krp	5.3823e-01	2.1031e-01
snx25	5.3824e-01	2.1032e-01
